Cases,Date,State,County, ,Reference
NO.52368,2020/3/24,IA,Buchanan,Buchanan County. 1st case/ 1 middle-aged adult (41-60 years),whotv.com 
NO.52369,2020/3/24,PA,Fayette,Fayette County. PA reported its second case by 3/24 noon.,www.health.pa.gov 
NO.52370,2020/3/24,IA,Cedar,Cedar County. 1 older adult (61-80 years),whotv.com 
NO.52371,2020/3/24,PA,Mercer,Mercer County. PA reported its second case by 3/24 noon.,www.health.pa.gov 
NO.52372,2020/3/24,IA,Dallas,Dallas new case. 1 middle-aged adult (41-60 years),whotv.com 
NO.52373-52379,2020/3/24,IN,Hamilton,By 3/24. Hamilton County. IN. reported 25 cases in total.,www.in.gov 
NO.52380,2020/3/24,IA,Jasper,Jasper County. 1 older adult (61-80 years),whotv.com 
NO.52381-52388,2020/3/24,PA,Lackawanna,,www.pahomepage.com 
NO.52389,2020/3/24,GA,Columbia,1 new case confirmed in Columbia County.,dph.georgia.gov 
NO.52390,2020/3/24,GA,Coweta,As of 3/24 12pm. 1 new case confirmed in Coweta County. 10 cases in total.,dph.georgia.gov 
NO.52391-52392,2020/3/24,IA,Johnson,Johnson County. 1 middle-aged adult. 1 older adult,whotv.com 
NO.52393-52397,2020/3/24,PA,Westmoreland,3/23 PA total 644. ​Westmoreland County 10 cases.,www.health.pa.gov 
NO.52398-52399,2020/3/24,IA,Muscatine,Muscatine County. 2 older adults (61-80),whotv.com 
NO.52400-52404,2020/3/24,IN,Hendricks,By 3/24. Hendricks County. IN. reported 13 cases in total.,www.in.gov 
NO.52405-52407,2020/3/24,GA,Crisp,Crisp County confirmed its first 3 cases on 3/24.,dph.georgia.gov 
NO.52408-52410,2020/3/24,IA,Polk,Polk County. 2 older adults (61-80),whotv.com 
NO.52411,2020/3/24,IN,Jennings,By 3/24. Jennis County. IN. reported 2 cases in total.,www.in.gov 
NO.52412-52431,2020/3/24,GA,DeKalb,As of 3/24 12pm. DeKalb County has in total 94 cases confirmed. with 20 new cases added.,dph.georgia.gov 
NO.52432-52437,2020/3/24,IN,Johnson,By 3/24. Johnson County. IN. reported 18 cases in total.,www.in.gov 
NO.52438-52458,2020/3/24,GA,Dougherty,As of 3/24 12pm. GA State Dougherty County has in total 90 cases confirmed. with 21 new cases added.,dph.georgia.gov 
NO.52459-52465,2020/3/24,IN,Lake,By 3/24. Johnson County. IN. reported 17 cases in total.,www.in.gov 
NO.52466,2020/3/24,IA,Poweshiek,Poweshiek County 1 older adult (61-80 years),whotv.com 
NO.52467-52471,2020/3/24,PA,Lancaster,Lancaster County. PA reported 6 cases in total by 3/22 noon.,www.health.pa.gov 
NO.52472,2020/3/24,IA,Story,Story County 1 older adult (61-80 years),whotv.com 
NO.52473-52476,2020/3/24,GA,Douglas,As of 3/24 12pm. GA State Douglas County has in total 11 cases of CODIV-19 confirmed. with 4 new cases added.,dph.georgia.gov 
NO.52477,2020/3/24,IN,Madison,By 3/24. Madison County. IN. reported 3 cases in total.,www.in.gov 
NO.52478,2020/3/24,IA,Tama,Tama County. 1 middle-aged adult (41-60 years),whotv.com 
NO.52479,2020/3/24,IA,Warren,Warren County. 1 adult (18-40 years),whotv.com 
NO.52480,2020/3/24,GA,Fayette,As of 3/24 12pm. GA State Fayette County has in total 12 cases of CODIV-19 confirmed. with 1 new case added.,dph.georgia.gov 
NO.52481,2020/3/24,GA,Floyd,As of 3/24 12pm. GA State Floyd County has in total 11 cases of CODIV-19 confirmed. with 1 new case added.,dph.georgia.gov 
NO.52482,2020/3/24,IA,Washington,Washington County 1 older adult (61-80 years),whotv.com 
NO.52483-52561,2020/3/24,IN,Marion,By 3/24. Marion County. IN. reported 161 cases in total.,www.in.gov 
NO.52562,2020/3/24,GA,Forsyth,As of 3/24 12pm. GA State Forsyth County has in total 8 cases of CODIV-19 confirmed. with 1 new case added.,dph.georgia.gov 
NO.52563-52597,2020/3/24,GA,Unassigned,Georgia has in total 1027 cases.,dph.georgia.gov 
NO.52598-52600,2020/3/24,PA,Dauphin,,www.wgal.com 
NO.52601-52602,2020/3/24,IA,Unassigned,IA 2 new cases. total 124 no more detail.,whotv.com 
NO.52603,2020/3/24,PA,Erie,3/23 PA total 644. Erie County 3 cases.,www.health.pa.gov 
NO.52604,2020/3/24,PA,Pike,Pike County. PA reported 3 cases in total by 3/19.,www.health.pa.gov 
NO.52605-52636,2020/3/24,GA,Fulton,As of 3/24 12pm. GA State Fulton County has in total 184 cases of CODIV-19 confirmed. with 32 new cases added.,dph.georgia.gov 
NO.52637-52638,2020/3/24,IN,Monroe,By 3/24. Monroe County. IN. reported 3 cases in total.,www.in.gov 
NO.52639,2020/3/24,PA,Wayne,3/23 PA total 644. Wayne County 3 cases.,www.health.pa.gov 
NO.52640-52641,2020/3/24,IN,Morgan,By 3/24. Morgan County. IN. reported 3 cases in total.,www.in.gov 
NO.52642,2020/3/24,GA,Glynn,1 new case confirmed in Glynn County. GA.,dph.georgia.gov 
NO.52643-52644,2020/3/24,OK,Canadian,Canadian 2 new cases.,www.koco.com 
NO.52645-52650,2020/3/24,OK,Cleveland,Cleveland 6 new cases.,www.koco.com 
NO.52651,2020/3/24,OK,Custer,Custer 1 new case.,www.koco.com 
NO.52652,2020/3/24,GA,Gordon,1 new case confirmed in Gordon Country. GA.,dph.georgia.gov 
NO.52653,2020/3/24,NY,Tompkins,Confirmed COVID-19 Cases Rise to 16 in Tompkins County on 3/24.,tompkinscountyny.gov 
NO.52654,2020/3/24,OK,Mayes,Mayes 1st new case.,www.koco.com 
NO.52655-52662,2020/3/24,PA,York,York County. PA reported 10 cases in total by 3/22 noon.,www.health.pa.gov 
NO.52663,2020/3/24,GA,Greene,Greene County confirmed its first case.,dph.georgia.gov 
NO.52664-52665,2020/3/24,PA,Berks,3/24 PA total 851. ​Berks County 16 cases.,www.health.pa.gov 
NO.52666,2020/3/24,OK,Noble,Noble 1 new case.,www.koco.com 
NO.52667-52678,2020/3/24,OK,Oklahoma,Oklahoma 12 new cases.,www.koco.com 
NO.52679,2020/3/24,PA,Cumberland,3/23 PA total 644. Cumberland County 12 cases.,www.health.pa.gov 
NO.52680-52689,2020/3/24,GA,Gwinnett,As of 3/24 12pm. GA State Gwinnett County has in total 45 cases of CODIV-19 confirmed. with 10 new cases added.,dph.georgia.gov 
NO.52690,2020/3/24,OK,Pawnee,Pawnee 1 new case.,www.koco.com 
NO.52691,2020/3/24,OK,Tulsa,Tulsa 1 new case.,www.koco.com 
NO.52692,2020/3/24,IN,Owen,By 3/24. Owen County. IN. reported 2 cases in total.,www.in.gov 
NO.52693-52696,2020/3/24,GA,Hall,As of 3/24 12pm. GA State Hall County has in total 14 cases of CODIV-19 confirmed. with 4 new cases added.,dph.georgia.gov 
NO.52697-52701,2020/3/24,IN,Ripley,By 3/24. Ripley County. IN. reported 6 cases in total.,www.in.gov 
NO.52702-52705,2020/3/24,GA,Henry,As of 3/24 12pm. GA State Henry County has in total 13 cases of CODIV-19 confirmed. with 4 new cases added.,dph.georgia.gov 
NO.52706,2020/3/24,PA,​Armstrong,3/24 PA total 851. ​Armstrong County 1 case.,www.health.pa.gov 
NO.52707-52708,2020/3/24,GA,Houston,2 new cases confirmed in Houston County. GA.,dph.georgia.gov 
NO.52709,2020/3/24,IN,Tippecanoe,By 3/24. Tippecanoe County. IN. reported 3 cases in total.,www.in.gov 
NO.52710,2020/3/24,PA,​Bradford,​Bradford County has one case.,www.health.pa.gov 
NO.52711,2020/3/24,IN,Tipton,By 3/24. Tipton County. IN. reported 2 cases in total.,www.in.gov 
NO.52712,2020/3/24,PA,​Carbon,3/24 PA total 851. ​Carbon County 1st case.,www.health.pa.gov 
NO.52713,2020/3/24,GA,Irwin,Irwin County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52714,2020/3/24,GA,Jasper,Jasper County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52715,2020/3/24,IN,Vigo,By 3/24. Vigo County. IN. reported 3 cases in total.,www.in.gov 
NO.52716-52733,2020/3/24,RI,Unassigned,By 3/24. Gov. Gina Raimondo announced Tuesday that Rhode Island has discovered 18 new cases of COVID-19. bringing the state s total to 124,www.wpri.com 
NO.52734,2020/3/24,IN,Washington,By 3/24. Washington County. IN. reported 2 cases in total.,www.in.gov 
NO.52735,2020/3/24,PA,​Clearfield,3/24 PA total 851. ​Carbon County 1st case.,www.health.pa.gov 
NO.52736,2020/3/24,PA,​Juniata,3/24 PA total 851. ​​Juanita County 1st case.,www.health.pa.gov 
NO.52737-52739,2020/3/24,GA,Laurens,3 new cases in Laurens County. GA.,dph.georgia.gov 
NO.52740,2020/3/24,PA,​Somerset,3/24 PA total 851. ​Somerset County one case.,www.health.pa.gov 
NO.52741,2020/3/24,GA,Lee,As of 3/24 12pm. GA State Lee County has in total 20 cases of CODIV-19 confirmed. with 1 new case added.,
NO.52742,2020/3/24,LA,Acadia,3/24 LA total 1388. Acadia Parish total 2.,ldh.la.gov 
NO.52743-52744,2020/3/24,GA,Lowndes,Lowndes County has in total 10 cases. with 2 new added on 3/24.,dph.georgia.gov 
NO.52745-52750,2020/3/24,IN,Decatur,By 3/24. Decatur County. IN. reported 6 cases in total.,www.in.gov 
NO.52751-52752,2020/3/24,IN,Dearborn,By 3/24. Dearborn County. IN. reported 2 cases in total.,www.in.gov 
NO.52753,2020/3/24,GA,Lumpkin,As of 3/24 12pm. GA State Lumpkin County has in total 3 cases of CODIV-19 confirmed. with 1 new case added.,dph.georgia.gov 
NO.52754-52755,2020/3/24,PA,Washington,Washington County. PA reported 7 cases in total by 3/22 noon.,www.health.pa.gov 
NO.52756,2020/3/24,IN,Ohio,By 3/24. Ohio County. IN. reported 1 case in total.,www.in.gov 
NO.52757,2020/3/24,GA,Macon,Macon County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52758,2020/3/24,IN,Brown,By 3/24. Brown County. IN. reported 1 case in total.,www.in.gov 
NO.52759,2020/3/24,IN,Warrick,By 3/24. Warrick County. IN. reported 1 case in total.,www.in.gov 
NO.52760,2020/3/24,GA,Meriwether,Meriwether County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52761-52766,2020/3/24,MI,Saginaw,Saginaw County now has eight confirmed cases of COVID-19. That is according to the latest numbers released by the Saginaw County Health Department on March 24.,www.saginawpublichealth.org 
NO.52767-52776,2020/3/24,LA,Ascension,3/24 LA total 1388. Ascension  Parish total 36.,ldh.la.gov 
NO.52777-52778,2020/3/24,IN,Gibson,By 3/24. Gibson County. IN. reported 2 cases in total.,www.in.gov 
NO.52779-52781,2020/3/24,GA,Mitchell,Mitchell County confirmed its first 3 cases on 3/24.,dph.georgia.gov 
NO.52782,2020/3/24,LA,Assumption,3/24 LA total 1388. Assumption Parish total 2.,ldh.la.gov 
NO.52783,2020/3/24,IN,Lawrence,By 3/24. Lawrence County. IN. reported 1 case1 in total.,www.in.gov 
NO.52784-52785,2020/3/24,LA,Avoyelles,3/24 LA total 1388. Avoyelles Parish total 3.,ldh.la.gov 
NO.52786,2020/3/24,IN,Jackson,By 3/24. Jackson County. IN. reported 1 case in total.,www.in.gov 
NO.52787-52788,2020/3/24,GA,Monroe,2 new cases in Monroe. GA.,dph.georgia.gov 
NO.52789,2020/3/24,MN,Clay,MN State Clay County has in total 3 cases of CODIV-19 confirmed by 3/24. with 1 new cases added.,www.health.state.mn.us 
NO.52790-52792,2020/3/24,MN,Dakota,MN State Dakota County has in total 21 cases of CODIV-19 confirmed by 3/24. with 3 new cases added.,www.health.state.mn.us 
NO.52793,2020/3/24,GA,Muscogee,1 new case in Muscogee County. GA.,dph.georgia.gov 
NO.52794,2020/3/24,MN,Dodge,MN State Dodge County has in total 3 cases of CODIV-19 confirmed by 3/24. with 1 new cases added.,www.health.state.mn.us 
NO.52795-52808,2020/3/24,MN,Hennepin,MN State Hennepin County has in total 103 cases of CODIV-19 confirmed by 3/24. with 14 new cases added.,www.health.state.mn.us 
NO.52809-52812,2020/3/24,MN,Le Sueur,MN State Le Sueur County has in total 5 cases of CODIV-19 confirmed by 3/24. with 4 new cases added.,www.health.state.mn.us 
NO.52813,2020/3/24,LA,Beauregard,3/24 LA total 1388. Beauregard Parish total 2.,ldh.la.gov 
NO.52814-52815,2020/3/24,MN,Olmsted,MN State Olmsted County has in total 18 cases of CODIV-19 confirmed by 3/24. with 2 new cases added.,www.health.state.mn.us 
NO.52816-52817,2020/3/24,MN,Ramsey,MN State Ramsey County has in total 26 cases of CODIV-19 confirmed by 3/24. with 2 new cases added.,www.health.state.mn.us 
NO.52818,2020/3/24,GA,Newton,1 new case in Newton County. GA.,dph.georgia.gov 
NO.52819-52824,2020/3/24,LA,Caddo,3/24 LA total 1388. Caddo Parish total 40.,ldh.la.gov 
NO.52825,2020/3/24,LA,Calcasieu,3/24 LA total 1388. Calcasieu Parish total 5.,ldh.la.gov 
NO.52826-52827,2020/3/24,GA,Oconee,As of 3/24 12pm. GA State Oconee County has in total 5 cases of CODIV-19 confirmed. with 2 new cases added.,dph.georgia.gov 
NO.52828,2020/3/24,GA,Paulding,As of 3/24 12pm. GA State Paulding County has in total 6 cases of CODIV-19 confirmed. with 1 new case added.,dph.georgia.gov 
NO.52829,2020/3/24,GA,Pickens,1 new case in Pickens County. GA.,dph.georgia.gov 
NO.52830-52833,2020/3/24,GA,Polk,4 new cases confirmed in Polk County. GA.,dph.georgia.gov 
NO.52834,2020/3/24,GA,Pulaski,Pulaski County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52835,2020/3/24,LA,De Soto,3/24 LA total 1388. De Soto  Parish total 6.,ldh.la.gov 
NO.52836-52837,2020/3/24,GA,Rockdale,As of 3/24 12pm. GA State Rockdale County has in total 7 cases of CODIV-19 confirmed. with 2 new cases added.,dph.georgia.gov 
NO.52838-52852,2020/3/24,LA,East Baton Rouge,3/24 LA total 1388. East Baton Rouge  Parish total 58.,ldh.la.gov 
NO.52853,2020/3/24,GA,Spalding,As of 3/24 12pm. GA State Spalding County has in total 5 cases of CODIV-19 confirmed. with 1 new case added.,dph.georgia.gov 
NO.52854,2020/3/24,IN,Starke,By 3/24. Starke County. IN. reported 1 case in total.,www.in.gov 
NO.52855,2020/3/24,IN,Montgomery,By 3/24. Montgomery County. IN. reported 1 case in total.,www.in.gov 
NO.52856,2020/3/24,GA,Stephens,Stephens County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52857,2020/3/24,IN,Porter,By 3/24. Porter County. IN. reported 1 case in total.,www.in.gov 
NO.52858-52861,2020/3/24,LA,Iberville,3/24 LA total 1388. Iberville  Parish total 14.,ldh.la.gov 
NO.52862,2020/3/24,GA,Terrell,1 new case in Terrell County. GA.,dph.georgia.gov 
NO.52863-52864,2020/3/24,GA,Troup,2 new cases in Troup County. GA.,dph.georgia.gov 
NO.52865-52905,2020/3/24,LA,Jefferson,3/24 LA total 1388. Jefferson Parish total 293.,ldh.la.gov 
NO.52906,2020/3/24,OH,Butler,Butler reports one more new case.,coronavirus.ohio.gov 
NO.52907,2020/3/24,GA,Walton,Walton County confirmed its first case on 3/24.,dph.georgia.gov 
NO.52908,2020/3/24,OH,Carroll,Carroll reports one more new case.,coronavirus.ohio.gov 
NO.52909-52911,2020/3/24,LA,Lafayette,3/24 LA total 1388. Lafayette  Parish total 12.,ldh.la.gov 
NO.52912,2020/3/24,GA,Worth,1 new case confirmed in Worth County. GA.,dph.georgia.gov 
NO.52913,2020/3/24,LA,Lafourche,3/24 LA total 1388. Lafourche  Parish total 16.,ldh.la.gov 
NO.52914,2020/3/24,OH,Champaign,First confirmed case reported in Champaign.,coronavirus.ohio.gov 
NO.52915,2020/3/24,WY,Natrona,WY State Natrona County has in total 2 cases of CODIV-19 confirmed by 3/24. with 1 new cases added.,trib.com 
NO.52916,2020/3/24,LA,Livingston,3/24 LA total 1388. Livingston  Parish total 6.,ldh.la.gov 
NO.52917,2020/3/24,OH,Clark,Clark reports one more new case.,coronavirus.ohio.gov 
NO.52918-53025,2020/3/24,LA,Orleans,3/24 LA total 1388. Orleans Parish total 675.,ldh.la.gov 
NO.53026-53039,2020/3/24,TX,Dallas,As of March 24. 2020 (updated at 10 00 AM). Dallas County Health and Human Services is reporting 14 new cases of COVID-19 today. bringing the total case count in Dallas County to 169.,www.dallascounty.org 
NO.53040,2020/3/24,OH,Columbiana,Columbiana reports one more confirmed case.,coronavirus.ohio.gov 
NO.53041-53043,2020/3/24,GU,Guam,Guam has in total cases of CODIV-19 confirmed 32 by 3/24. with 3 new cases added.,www.guampdn.com 
NO.53044-53051,2020/3/24,VT,Chittenden,8 new cases in Caledonia County.,www.healthvermont.gov 
NO.53052,2020/3/24,OH,Crawford,Crawford reports first confirmed case.,coronavirus.ohio.gov 
NO.53053-53055,2020/3/24,VT,Windsor,3 new cases in Windsor County.,www.healthvermont.gov 
NO.53056-53057,2020/3/24,VT,Addison,2 new cases in Addison County.,www.healthvermont.gov 
NO.53058-53075,2020/3/24,OH,Cuyahoga,18 more confirmed cases and 1 death identified in Cuyahoga County.,coronavirus.ohio.gov 
NO.53076-53080,2020/3/24,VT,Bennington,5 new cases in Bennington County.,www.healthvermont.gov 
NO.53081-53084,2020/3/24,OH,Delaware,4 more confirmed cases identified in Delaware County.,coronavirus.ohio.gov 
NO.53085,2020/3/24,VT,Rutland,One new case in Rutland County.,www.healthvermont.gov 
NO.53086-53087,2020/3/24,OH,Fairfield,Fairfield reports first two confirmed cases.,coronavirus.ohio.gov 
NO.53088,2020/3/24,TN,Madison,The first case was confirmed in Madison County TN.,www.wbbjtv.com 
NO.53089-53090,2020/3/24,LA,Rapides,3/24 LA total 1388. Rapides  Parish total 10.,ldh.la.gov 
NO.53091,2020/3/24,VT,Lamoille,One new cases in Lamoille County.,www.healthvermont.gov 
NO.53092-53095,2020/3/24,TX,McLennan,Updated  Tue 12 47 PM. Mar 24. 2020. 24 COVID-19 cases confirmed in McLennan County. one is DPS employee. No details were released about the residents diagnosed with the new virus. but one apparently worked in training operations at the Department of Public Safety office at 1617 Crest Drive in Waco.,www.kwtx.com 
NO.53096-53097,2020/3/24,TX,Comal,As reported to the Comal County Office of Public Health by 12 45 p.m. Tuesday. March 24. Comal County has 5 cases in total.,www.co.comal.tx.us 
NO.53098-53128,2020/3/24,OH,Franklin,31 more confirmed cases identified in Franklin County.,coronavirus.ohio.gov 
NO.53129-53132,2020/3/24,LA,St. Bernard,3/24 LA total 1388. St. Bernard  Parish total 19.,ldh.la.gov 
NO.53133,2020/3/24,LA,St. James,3/24 LA total 1388. St. James  Parish total 9.,ldh.la.gov 
NO.53134-53136,2020/3/24,OH,Geauga,2 more confirmed cases identified in Geauge County.,coronavirus.ohio.gov 
NO.53137-53141,2020/3/24,LA,St. John the Baptist,3/24 LA total 1388. St. John the Baptist  Parish total 21.,ldh.la.gov 
NO.53142-53143,2020/3/24,OH,Greene,2 more confirmed cases identified in Greene County.,coronavirus.ohio.gov 
NO.53144,2020/3/24,LA,St. Mary,3/24 LA total 1388. St. Mary  Parish total 2.,ldh.la.gov 
NO.53145,2020/3/24,TX,Potter,City of Amarillo  First COVID-19 death reported,www.myhighplains.com 
NO.53180-53183,2020/3/24,MA,Franklin,Another 4 patients from Buckley HealthCare Center were confirmed COVID-19. bringing the total number confirmed in Franklin County as 10. [In total 9 cases were not included by the MA Official Site].,www.wwlp.com 
NO.53184,2020/3/24,NC,Lenoir,The Health Department has received a notification of Lenoir County s first lab-confirmed positive COVID-19 case. The individual was tested on March 17 and confirmation of a positive was received by the Lenoir County Health Department on Tuesday. While the lab testing has been ongoing for several weeks. this is the only positive test reported in Lenoir County at this time. The resident reported travel and symptoms to a local provider who ordered the test for COVID-19. A quarantine was initiated for the household to prevent community spread. The household has been in quarantine since the individual was tested on March 17.,www.wnct.com 
NO.53185-53190,2020/3/24,OH,Lorain,6 more confirmed cases identified in Lorain County.,coronavirus.ohio.gov 
NO.53191-53193,2020/3/24,OH,Lucas,Lucas County reported 13 cases by 3/24. higher than the 11 reported by the state earlier.,coronavirus.ohio.gov 
NO.53194,2020/3/24,LA,Washington,3/24 LA total 1388. Washington  Parish total 3.,ldh.la.gov 
NO.53195-53196,2020/3/24,LA,Vernon,3/24 LA total 1388. Vernon  Parish total 2.,ldh.la.gov 
NO.53197-53201,2020/3/24,OH,Mahoning,5 more confirmed cases identified in Mahoning County.,coronavirus.ohio.gov 
NO.53202,2020/3/24,AR,Pulaski,Pulaski County confirmed 1 more cases on 3/24. 64 cases in total.,adem.maps.arcgis.com 
NO.53203,2020/3/24,OH,Marion,One more confirmed case reported in Marion County.,coronavirus.ohio.gov 
NO.53204-53207,2020/3/24,AR,Cleburne,Cleburne County confirmed 4 more case on 3/24. 32 cases in total.,adem.maps.arcgis.com 
NO.53208,2020/3/24,AR,Faulkner,Faulkner County confirmed 1 more cases on 3/24. 14 cases in total.,adem.maps.arcgis.com 
NO.53209-53210,2020/3/24,AR,Van Buren,Van Buren County confirmed 2 more cases on 3/24. 5 cases in total.,adem.maps.arcgis.com 
NO.53211,2020/3/24,AR,Garland,Garland County confirmed 1 more cases on 3/24. 10 cases in total.,adem.maps.arcgis.com 
NO.53212-53213,2020/3/24,OH,Miami,2 more confirmed cases identified in Miami County.,coronavirus.ohio.gov 
NO.53214-53216,2020/3/24,OH,Montgomery,3 more confirmed cases identified in Montgomery County.,coronavirus.ohio.gov 
NO.53217-53218,2020/3/24,OH,Portage,2 new case identified in Portage County.,coronavirus.ohio.gov 
NO.53219-53221,2020/3/24,OH,Richland,3 new case identified in Richland County.,coronavirus.ohio.gov 
NO.53222-54052,2020/3/24,NJ,Unassigned,NJ State County has in total 3675 cases of CODIV-19 confirmed by 3/24. with 831 new cases added. [We will update the details later].,www.nj.gov 
NO.54053,2020/3/24,OH,Stark,1 more confirmed case identified in Stark County.,coronavirus.ohio.gov 
NO.54054-54061,2020/3/24,OH,Summit,8 more confirmed cases identified in Summit County.,coronavirus.ohio.gov 
NO.54062-54065,2020/3/24,TX,Brazos,One of the new cases is hospitalized. This brings the county-wide total to 16. Twelve of the 16 cases are travel related. Four cases have no travel history and are believed to be community spread.,www.kbtx.com 
NO.54066,2020/3/24,OH,Trumbull,1 more confirmed case identified in Trumbull County. OH.,coronavirus.ohio.gov 
NO.54067,2020/3/24,OH,Tuscarawas,1 more confirmed cases identified in Tuscarawas County.,coronavirus.ohio.gov 
NO.54068-54121,2020/3/24,CA,Santa Clara,54 new cases of COVID-19 in Santa Clara County. This brings the total number of cases to 375.,www.sccgov.org 
NO.54122,2020/3/24,OH,Union,1 more confirmed cases identified in Union County.,coronavirus.ohio.gov 
NO.54123-54124,2020/3/24,OH,Warren,2 more new cases identified in Warren County.,coronavirus.ohio.gov 
NO.54125-54139,2020/3/24,UT,Salt Lake,Salt Lake County has a total of 124 residents who tested positive for COVID-19.,coronavirus.utah.gov 
NO.54140-54156,2020/3/24,UT,Summit,Summit County has a total of 82 residents who tested positive for COVID-19.,coronavirus.utah.gov 
NO.54157-54158,2020/3/24,UT,Davis,Davis County has a total of 31 residents who tested positive for COVID-19.,coronavirus.utah.gov 
NO.54159,2020/3/24,AR,Hempstead,Hempstead County confirmed at least 1 case.,adem.maps.arcgis.com 
NO.54160-54163,2020/3/24,UT,Wasatch,Wasatch County has a total of 15 residents who tested positive for COVID-19.,coronavirus.utah.gov 
NO.54164-54165,2020/3/24,UT,Utah,Utah County has a total of 13 residents who tested positive for COVID-19.,coronavirus.utah.gov 
NO.54166,2020/3/24,UT,Weber-Morgan,Weber-Morgan County has a total of 9 residents who tested positive for COVID-19.,coronavirus.utah.gov 
NO.54167,2020/3/24,AR,Pike,3/24 Pike County has at least 1 case.,adem.maps.arcgis.com 
NO.54168,2020/3/24,ID,Jefferson,CASES NO. 79  JEFFERSON COUNTY the first cases reported in Jefferson County. involved a woman over the age of 65 and a man over the age of 65.,www.idahostatesman.com 
NO.54169,2020/3/24,ID,Jefferson,CASES NO. 78  JEFFERSON COUNTY the first cases reported in Jefferson County. involved a woman over the age of 65 and a man over the age of 65.,www.idahostatesman.com 
NO.54170-54184,2020/3/24,NC,Mecklenburg,There are 142 positive COVID-19 cases in Mecklenburg County.,www.mecknc.gov 
NO.54185,2020/3/24,TX,Tom Green,The City of San Angelo has confirmed the first positive COVID-19 case in Tom Green County. The patient is a male in his 70s who traveled.,www.newswest9.com 
